"TAIR10.id","logFC","minusLOG10.adj.pVal"
"AT1G01010",-0.321435646613452,1.25947095561043
"AT1G01020",-0.0342094004297366,0.117975871979048
"AT1G01030",0.0102378243856434,0.0028671154460804
"AT1G01040",-0.0194317821390317,0.0833205263840075
"AT1G01050",0.0576693966692226,0.235547462531077
"AT1G01060",0.15426149368521,1.53974546268721
"AT1G01070",-0.166682003798538,0.721793097531977
"AT1G01080",0.0382896052712143,0.1973436424877
"AT1G01090",0.071943203545346,0.590920141682216
"AT1G01100",0.127122378518945,0.634275146244321
"AT1G01110",1.66792369845392,10.2735916023234
"AT1G01120",0.0423933522767586,0.106189794583854
"AT1G01130",0.102799037677242,0.110945689961052
"AT1G01140",-0.270058074583834,2.51348467499162
"AT1G01160",0.0720398190632308,0.283315502795812
"AT1G01170",-0.055226123343874,0.232320244086089
"AT1G01180",-0.154449271901449,0.627949900285172
"AT1G01190",0.614540875332277,2.5296087862875
"AT1G01200",0.747350459865912,4.12937336188735
"AT1G01210",0.236829725845263,0.955786788716117
"AT1G01220",-0.0463962756228131,0.280907099231625
"AT1G01225",0.152853336341815,0.301943600814314
"AT1G01230",-0.100958963157381,0.662092510906752
"AT1G01240",0.0806526933909768,0.478631538040568
"AT1G01250",0.0276903717742323,0.0191084589394457
"AT1G01260",0.698461498134472,7.88952948635087
"AT1G01290",0.0305080892325478,0.0995987920056638
"AT1G01300",0.0266159852648702,0.114678572770898
"AT1G01320",0.0722809676238363,0.373611592675069
"AT1G01340",-0.340366634910947,1.75427984300299
"AT1G01350",-0.100089075808778,0.410128753818319
"AT1G01360",-0.190604481284825,0.846392931792562
"AT1G01370",0.0992236109805792,0.160293748934323
"AT1G01380",-0.477068896722042,1.48566516247778
"AT1G01390",-0.845444533126682,0.880188373153933
"AT1G01420",-0.266664360970966,2.66500349804074
"AT1G01430",0.0232591931461998,0.12142935431391
"AT1G01440",-0.014668126223488,0.060298776872853
"AT1G01448",0.078311230267091,0.471536063678
"AT1G01470",0.209405294787802,1.10207156489983
"AT1G01480",0.170728082118498,0.186495344471538
"AT1G01490",-0.122005138588405,0.680183689510716
"AT1G01500",-0.207099789036736,1.16929103726021
"AT1G01510",0.0291952211093438,0.184900952918835
"AT1G01520",0.211335840483224,1.32547277924478
"AT1G01540",0.266246059782581,2.06559722290345
