"TAIR10.id","logFC","minusLOG10.adj.pVal"
"AT1G01010",-0.206462107406187,0.534289265979498
"AT1G01020",0.0816154721105975,0.315002336276431
"AT1G01030",-0.131443837153152,0.0382541376263356
"AT1G01040",-0.135602787021595,0.880447976437091
"AT1G01050",-0.551891552286659,4.75663523441543
"AT1G01060",-0.545687203067406,7.7534173764012
"AT1G01070",-1.86070273967809,10.9570058319122
"AT1G01080",-0.58274396078987,6.93087678949727
"AT1G01090",0.350143162248234,5.21117883320405
"AT1G01100",0.635127468875224,5.72136430924934
"AT1G01110",1.68220238620727,13.0877721218562
"AT1G01120",1.53460606027012,9.76409126782111
"AT1G01130",1.72342075912904,6.40648362445487
"AT1G01140",-2.44193435446626,19.4846897120002
"AT1G01160",-0.27714075333659,1.66889013033311
"AT1G01170",-1.69299201704998,13.4415150236591
"AT1G01180",-2.59686681843746,11.1168714555384
"AT1G01190",-2.13954498444406,10.4112071873812
"AT1G01200",2.0534751532612,10.7748267250686
"AT1G01210",0.598998370738354,3.33716397213409
"AT1G01220",-0.341715482249399,4.10201740534362
"AT1G01225",-0.343489144714942,0.920435128806028
"AT1G01230",0.737354311226159,9.33128147230526
"AT1G01240",-0.535483063142039,6.80088876695837
"AT1G01250",0.769854653748423,0.823536819126702
"AT1G01260",1.41784021627346,14.471851039249
"AT1G01290",-0.0732491036227105,0.299430673196898
"AT1G01300",0.271788832303491,2.31337303042536
"AT1G01320",-2.16829450565331,18.4128698298248
"AT1G01340",-1.03441128795824,2.97683610087559
"AT1G01350",0.227389690637622,1.24784517483323
"AT1G01360",-0.565811637145078,2.94927086717327
"AT1G01370",-0.179343687390513,0.33039758382555
"AT1G01380",-0.451644074731903,2.36343953169383
"AT1G01390",-1.38714432228131,1.14685568044282
"AT1G01420",-1.56720781103702,15.5317878740492
"AT1G01430",-1.03912309671071,12.7936906316656
"AT1G01440",-0.440485631397715,4.33203044418816
"AT1G01448",-1.19440904418578,12.6817857033936
"AT1G01470",0.577240559343743,5.3895953942798
"AT1G01480",-1.15669508831016,1.87382384551977
"AT1G01490",-0.793437184671443,7.8772004384307
"AT1G01500",-0.0196801516729006,0.0768495459022458
"AT1G01510",0.613197961100348,9.52761880536338
"AT1G01520",0.885042962342946,6.9055625990154
"AT1G01540",1.03321303121581,10.8276323899074
"AT1G01550",0.0394646800479057,0.320788209971777
"AT1G01560",0.0337829775504028,0.0202059140235749
"AT1G01570",-1.79870889397548,2.01804479195469
"AT1G01580",0.471077453083886,0.205906963440684
"AT1G01590",-3.32366208990461,5.25129058339285
"AT1G01600",4.81926706491009,16.1249203191378
"AT1G01610",0.526150485479595,3.29763888226163
"AT1G01620",0.0169839839210759,0.0813161072655115
"AT1G01630",0.679115673776847,7.86970474245615
"AT1G01640",-0.604944519529574,1.34016996855834
"AT1G01650",-0.433725081844023,3.59933999772724
"AT1G01660",0.381201202539003,0.341579408317743
"AT1G01670",-1.53033672900906,3.69704596464476
"AT1G01680",-0.127283534811502,0.0588379427873161
"AT1G01690",0.00641826220837016,0.0154000134694403
"AT1G01700",-0.412346372375208,0.619956385164727
"AT1G01710",-0.618994618061059,7.5514067290337
"AT1G01720",0.0864666717613565,0.40284944721507
"AT1G01725",-1.25579954684375,5.54579761051288
"AT1G01730",0.578325445100378,5.19919969117085
"AT1G01740",-0.629018116933292,3.97478873998198
"AT1G01760",-0.133937523687144,0.351952901035681
"AT1G01770",-1.66881075441345,13.5800265709229
"AT1G01780",-0.336897459668788,1.41094021176852
"AT1G01790",-0.63684106042431,6.33674690691522
"AT1G01800",-0.0904898848307685,0.533291034049839
"AT1G01810",0.663537420175986,0.922340884341316
"AT1G01820",-0.317746961070709,3.63722495557359
"AT1G01830",-0.477197485351271,5.50119284166944
"AT1G01840",-1.08812560189804,2.37936683248118
"AT1G01860",-1.16972967799383,9.83134385266001
"AT1G01880",-0.482141022071614,1.4516404874019
"AT1G01900",-0.666473463123021,3.12278252682411
"AT1G01910",0.33217272295968,4.74781455655922
"AT1G01920",0.429869252773255,3.98111565394573
"AT1G01930",-0.298857308207253,2.21090859892646
"AT1G01940",0.0154636357305642,0.045139128554887
"AT1G01950",0.647439406276551,7.51594246757264
"AT1G01960",0.578351731335653,5.45713719658105
"AT1G01970",-0.672225747294937,7.50679845124077
"AT1G01990",-0.321884066185571,2.76457141069834
"AT1G02000",0.449224750248634,3.99953760863466
"AT1G02010",-0.223476026572944,2.01576006817531
"AT1G02020",-0.514636034265505,4.42861760456015
"AT1G02030",-2.24445489914418,1.83752940014102
"AT1G02050",-0.975877283101731,6.08876001346308
"AT1G02060",-0.757276630547735,4.38457062727178
"AT1G02080",0.330583075524298,1.60954935267568
"AT1G02090",0.493455265161919,5.14603012215705
"AT1G02100",-0.37577185700147,4.02652548240465
"AT1G02110",-0.871765603177193,10.1418093575351
"AT1G02120",-0.530984489310706,8.80202136970759
"AT1G02130",-0.0768271802748908,0.691794567272254
"AT1G02140",0.264075916104265,2.60345780874043
"AT1G02145",-0.364993115126395,4.5198993890963
"AT1G02150",-0.43075784225315,5.42446758686923
"AT1G02160",-0.188356006182822,0.68195666726491
"AT1G02170",0.321204631732191,2.65379906026262
"AT1G02180",-0.223357616787156,0.728981686630526
"AT1G02205",6.69701338275301,7.0316093652671
"AT1G02220",-0.68389590257718,1.31881325731937
"AT1G02230",-0.714350351849909,0.504606810114674
"AT1G02260",-0.526345575152768,2.20022084963493
"AT1G02270",0.393228128351437,4.585420851402
"AT1G02280",-0.457863107315153,3.51679559928029
"AT1G02290",0.10790276603165,0.793705996981956
"AT1G02300",-2.44562137313188,12.5365277151393
"AT1G02305",-1.29470976208335,12.5258245600189
"AT1G02330",0.520668529021082,3.9780426481554
"AT1G02335",-0.500982721044005,1.7427314718838
"AT1G02340",2.00120898925338,15.748497847252
"AT1G02350",2.18747024480088,9.14540412372684
"AT1G02360",-0.196361344778423,0.196112755901073
"AT1G02370",0.437361524754994,1.54865957395634
"AT1G02380",0.966217114262607,5.23891863225432
"AT1G02390",0.185812336638495,0.244926218292634
"AT1G02400",0.467609089686064,0.651459857950309
"AT1G02410",-0.544762748242785,5.34339421069689
"AT1G02420",-0.374054687833709,1.6366415748145
"AT1G02460",-0.760553970941337,0.812026237567083
"AT1G02470",0.0503308343073274,0.0496077979386681
"AT1G02475",-0.539222788121999,5.26258058765071
"AT1G02500",0.326463255609044,4.07859328732395
"AT1G02520",-0.271256560863671,0.491409679773839
"AT1G02560",-0.23474832011016,1.98854399015859
