"TAIR10.id","logFC","minusLOG10.adj.pVal"
"AT1G01010",-0.0213032430110482,0.0456373625243487
"AT1G01020",-0.091648617809263,0.373358728534412
"AT1G01030",0.00133108320595454,0.000371707140926721
"AT1G01040",0.030631881863818,0.13893012516372
"AT1G01050",-0.0328681124098047,0.123760132213868
"AT1G01060",-0.1531819882827,1.51684933681797
"AT1G01070",-0.651406555079523,4.49238402388483
"AT1G01080",-0.0349002610634646,0.177027259398339
"AT1G01090",0.0602989768933151,0.468827815386269
"AT1G01100",0.19274219242247,1.12005059709055
"AT1G01110",2.49398881323834,16.0298282479434
"AT1G01120",1.9757014762984,12.1611482094489
"AT1G01130",2.38814942656464,8.84525965335629
"AT1G01140",-2.52175529455859,19.6960443605452
"AT1G01160",-0.132032074378683,0.593537051671261
"AT1G01170",-0.261520567138528,1.811446342896
"AT1G01180",-1.8861083455824,10.0736584693263
"AT1G01190",-0.336180900825938,1.47692064251766
"AT1G01200",1.78853723854576,11.2177467200838
"AT1G01210",0.596034224044089,3.72543784641655
"AT1G01220",-0.0824640412988682,0.594608504722839
"AT1G01225",0.00251044273008083,0.0041541919282515
"AT1G01230",-0.251318009293004,2.4307185786979
"AT1G01240",-0.752990149362207,8.92174536222147
"AT1G01250",-2.24459921849478,3.36554547326906
"AT1G01260",0.93267833867939,10.4675680565356
"AT1G01290",0.005188824600181,0.0166762754398052
"AT1G01300",-0.0462386214121908,0.216698593326132
"AT1G01320",-0.0835384916659834,0.447986521064774
"AT1G01340",-0.354830235026402,1.45133280440596
"AT1G01350",0.0154287564820006,0.0491757356210726
"AT1G01360",-1.38156790335412,9.2201611728484
"AT1G01370",-0.663294814643751,1.75159953992182
"AT1G01380",-2.62936383857118,10.8107263418133
"AT1G01390",-1.04844878612766,1.14152449059058
"AT1G01420",-1.50575993046461,15.5794534776591
"AT1G01430",-0.890971186216628,11.3613315169815
"AT1G01440",-0.0626952869934776,0.312889063369076
"AT1G01448",-0.532290088215833,6.17188944935832
"AT1G01470",-0.00989626363038276,0.0324462321010103
"AT1G01480",0.821036731217505,1.49786496873171
"AT1G01490",-1.01662660823869,10.0812374279614
"AT1G01500",-0.458922037143217,3.68034606950468
"AT1G01510",0.0471813623814183,0.336917326147457
"AT1G01520",-0.0364132321499393,0.132633997879539
"AT1G01540",1.45767586595432,14.120625745334
"AT1G01550",0.151574028267419,1.98745781849274
"AT1G01560",0.735831149525641,0.759812451105961
"AT1G01570",-0.00120133281808243,0.000813714067545773
"AT1G01580",0.645526351897483,0.395179541796409
"AT1G01590",-0.806273328916567,1.53975747864998
"AT1G01600",3.38970896707606,11.2189197504613
"AT1G01610",0.311583421795732,1.59937541260511
"AT1G01620",0.253462783670198,2.49026026987111
"AT1G01630",0.335000535602723,3.3497628663845
"AT1G01640",-0.0244710861045954,0.02664078175669
"AT1G01650",-0.39634420083199,3.47166118745954
"AT1G01660",-1.27647776142433,2.25163233978991
"AT1G01670",0.199277633299611,0.310102847804129
"AT1G01680",0.341677598863741,0.22820963642566
"AT1G01690",-0.00967176191524044,0.0206697781786376
"AT1G01700",0.163342813110194,0.212127960941435
"AT1G01710",-0.185968122737894,1.69515448542116
"AT1G01720",-0.298327658316099,2.18004452620498
"AT1G01725",-0.581589499548551,2.60474584740445
"AT1G01730",-0.405768111714986,3.0154590143955
"AT1G01740",-0.231141004451683,1.3604871993099
"AT1G01760",-0.35911533251143,1.28763645664615
"AT1G01770",-0.267632073302372,2.05304269648522
"AT1G01780",0.783325808324659,4.79863451151421
"AT1G01790",-0.0879114894720665,0.439126889409565
"AT1G01800",-0.00176913903084319,0.00734398169771122
"AT1G01810",1.12148010529363,2.29237236031547
"AT1G01820",-0.245917983705309,2.48932515021393
"AT1G01830",-1.84694883800469,15.7839607015798
"AT1G01840",-0.720106139023404,1.32405618482316
"AT1G01860",-0.236608392995396,1.71246255609822
"AT1G01880",-1.12105795589389,4.50681101242999
"AT1G01900",-0.0207599778557026,0.0507791867359975
"AT1G01910",0.130185560690878,1.29100871616113
"AT1G01920",-0.058988483949078,0.273828574885536
"AT1G01930",-0.129310384873577,0.725084280616901
"AT1G01940",0.0150110617032593,0.0434614528045466
"AT1G01950",1.02948452970635,11.910274223696
"AT1G01960",-0.0313649737625754,0.122119180663567
